Site,Latitude,Longitude,Date,Air Temperature (CÂ°),Air Temperature Uncertainty (CÂ°),Wind Direction at 3m (Â°N),Wind Direction at 3m Uncertainty (Â°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),Wind Speed at 3m (std dev) Uncertainty (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv)),GHI(Computed)
Thuwal - KAUST,22.3065,39.107,1/2/2017 0:00,23.3,0.5,356,4,2.7,0.1,1.3,2557.729545,2316.1,648.2,711.9,3523.9,1496.4,2611.8,4529.6,1149.1,1238.8,13.1,0.1,65.1,3,1012.1,5.1,1568.969978
Thuwal - KAUST,22.3065,39.107,1/3/2017 0:00,24.6,0.5,321,4,2.6,0,1.4,2557.729545,2544.1,777,853.4,4485.6,1359.6,2334.2,5726.5,1258.3,961.1,11.7,0.1,83.6,3,1008.4,5,1915.254665
Thuwal - KAUST,22.3065,39.107,1/4/2017 0:00,27.9,0.5,305,4,2.8,0.1,1.5,2557.729545,3026.8,703.7,550.7,3978,1284.1,1399.8,6098.8,1267.6,599,16,0.1,80.6,3,1007.1,5,1736.125673
Thuwal - KAUST,22.3065,39.107,1/5/2017 0:00,29.8,0.5,312,4,2.6,0.1,1.3,2557.729545,2851.5,665.1,445.3,4210.5,1143.6,1473.9,6160.8,1314.9,902.6,12,0.1,83.8,3,1005.5,5,1818.556536
Thuwal - KAUST,22.3065,39.107,1/6/2017 0:00,29.9,0.5,289,4,2.5,0.1,1.5,2557.729545,2344.2,601.2,541.8,5721,1614.2,1266.8,6778.2,1405.8,278.8,14.7,0.1,92.4,3,1001.6,5,2354.641819
Thuwal - KAUST,22.3065,39.107,1/9/2017 0:00,31.4,0.5,289,4,2.5,0.1,1.5,2557.729545,2630.7,189.5,342.2,4680.7,340.4,754.5,6160.3,406.3,251.4,12.3,0.1,93.7,3,1003.3,5,1986.594482
Thuwal - KAUST,22.3065,39.107,1/10/2017 0:00,29,0.5,309,4,2.1,0,1.5,2557.729545,1788.8,125.4,239.3,5825.1,394,712.4,5630.4,355.6,370.7,10.7,0.1,95.9,3,1007,5,2391.407896
Thuwal - KAUST,22.3065,39.107,1/11/2017 0:00,27.5,0.5,322,4,2.3,0,1.3,2557.729545,1685.6,135.1,353,4843,377.3,1392.6,4537.8,290.3,563.1,11.7,0.1,88.8,3,1009.6,5.1,2040.480535
Thuwal - KAUST,22.3065,39.107,1/3/2018 0:00,26,0.5,0,0,0,0,0,2557.729545,2089.3,169.2,680.4,6161.7,464,1660.6,6375.2,406,451.8,0,0,68.9,3,1008.3,5,2506.779786
Thuwal - KAUST,22.3065,39.107,1/4/2018 0:00,27,0.5,0,0,0,0,0,2557.729545,2507.9,232.6,684.2,6022.8,475.3,1607.6,7031.1,442.8,481.2,0,0,65.5,3,1006.2,5,2457.990709
Thuwal - KAUST,22.3065,39.107,1/5/2018 0:00,30.2,0.5,0,0,0,0,0,2557.729545,3128,248,768.1,5108,447.6,1584,7120.5,454.8,407.7,0,0,62,3,1003.9,5,2134.134169
Thuwal - KAUST,22.3065,39.107,1/6/2018 0:00,30.9,0.5,0,0,0,0,0,2557.729545,2970.5,252.2,913.3,5355.5,479.9,2036.6,7152.3,457.4,534.6,0,0,68.2,3,1001.6,5,2222.271354
Thuwal - KAUST,22.3065,39.107,1/7/2018 0:00,31.9,0.5,0,0,0,0,0,2557.729545,2769.9,223.7,716.2,5444.7,473.9,1530.8,7036.3,455.5,350.7,0,0,65.5,3,1001.7,5,2252.720731
Thuwal - KAUST,22.3065,39.107,1/8/2018 0:00,32.1,0.5,0,0,0,0,0,2557.729545,2421.2,186.3,548,5502.2,433.3,1455.5,6668.6,421.5,509.2,0,0,69.5,3,1001.9,5,2272.581442
Thuwal - KAUST,22.3065,39.107,1/9/2018 0:00,31.6,0.5,0,0,0,0,0,2557.729545,3004.4,214.2,421.5,3679.4,291.3,872.8,5840.5,356.3,288.4,0,0,79.2,3,1003.4,5,1628.808441
Thuwal - KAUST,22.3065,39.107,1/10/2018 0:00,29.9,0.5,0,0,0,0,0,2557.729545,2043.4,159.1,429.4,4577.8,370,1721.6,5111.6,337.2,1114,0,0,71.9,3,1007.7,5,1943.807947
Thuwal - KAUST,22.3065,39.107,1/11/2018 0:00,26.9,0.5,0,0,0,0,0,2557.729545,1619,138,440.4,4521.7,445.4,2022.4,4224.2,292.9,844.4,0,0,61.5,3,1009.8,5.1,1920.010555
Thuwal - KAUST,22.3065,39.107,1/12/2018 0:00,24.8,0.5,0,0,0,0,0,2557.729545,1644.6,135.8,511.7,4220.4,396.4,2112.5,3910.5,263,665.3,0,0,66.4,3,1012.2,5.1,1814.344388
Thuwal - KAUST,22.3065,39.107,1/1/2019 0:00,24.1,0.5,0,0,0,0,0,2557.729545,1959.2,145.5,497.7,3470.4,349.6,1962.4,3951.5,277.3,816,0,0,67.7,3,1012.3,5,1549.012211
Thuwal - KAUST,22.3065,39.107,1/2/2019 0:00,23.9,0.5,0,0,0,0,0,2557.729545,2080.2,176.4,652.6,4001.6,445,2590.8,4607.3,348.1,1250.1,0,0,57.9,3,1011.5,5,1736.279214
Thuwal - KAUST,22.3065,39.107,1/3/2019 0:00,23.7,0.5,0,0,0,0,0,2557.729545,2209.2,194.3,765,5648.4,522.2,2320.1,6107.7,408.6,1048.3,0,0,60.6,3,1010.2,5.1,2323.123433
Thuwal - KAUST,22.3065,39.107,1/4/2019 0:00,26.2,0.5,0,0,0,0,0,2557.729545,2516.8,702.6,1038.4,5741,1313.1,2500.5,6768.1,1182,685.1,0,0,64.7,3,1007.5,5,2357.837302
Thuwal - KAUST,22.3065,39.107,1/5/2019 0:00,30.2,0.5,0,0,0,0,0,2557.729545,2797.3,695.2,477,4946.6,1180,973.8,6682.7,1335.2,333.3,0,0,63.9,3,1005.1,5,2075.982564
Thuwal - KAUST,22.3065,39.107,1/6/2019 0:00,31.8,0.5,0,0,0,0,0,2557.729545,2680.4,647.4,424.2,4588.4,1185.1,1123.2,6334.7,1306.6,523.8,0,0,66,3,1002.1,5,1947.774315
Thuwal - KAUST,22.3065,39.107,1/7/2019 0:00,31.8,0.5,0,0,0,0,0,2557.729545,2480.5,262.2,692.9,5709.7,1219.8,1646.7,6893.8,1271.8,661.2,0,0,68,3,1000.9,5,2346.053901
Thuwal - KAUST,22.3065,39.107,1/8/2019 0:00,32.2,0.5,0,0,0,0,0,2557.729545,2337.3,163.3,449.8,5597.8,375.6,1005.8,6611,401.9,376.2,0,0,69.8,3,1002.5,5,2306.483987
Thuwal - KAUST,22.3065,39.107,1/9/2019 0:00,30.9,0.5,0,0,0,0,0,2557.729545,2469.5,186.7,408.9,4619.7,352.3,1115,5908.1,375.6,416.2,0,0,78,3,1002.8,5,1960.608543
Thuwal - KAUST,22.3065,39.107,1/10/2019 0:00,31.1,0.5,0,0,0,0,0,2557.729545,1870.5,228.4,403.5,5032.4,529.5,1215.6,5228,520.5,325.3,0,0,69,2.9,1007.6,5.2,2104.351911
Thuwal - KAUST,22.3065,39.107,1/11/2019 0:00,28.1,0.5,0,0,0,0,0,2557.729545,1567.2,121.1,343.4,5053,393.1,1273.5,4486.9,291.4,478.9,0,0,63,3,1008.6,5,2108.999521
Thuwal - KAUST,22.3065,39.107,1/12/2019 0:00,24.8,0.5,0,0,0,0,0,2557.729545,1322.5,114.8,423.8,5637.5,441.6,1429.3,4316.6,272.5,317.2,0,0,58,3,1011.5,5.1,2315.311906
Thuwal - KAUST,22.3065,39.107,1/1/2020 0:00,21.6,0.5,102,4,0.2,0,0.7,2557.729545,1307.7,121.6,504.1,6020.4,463.4,2182.9,4597,304.2,753.1,8.5,0,52.8,3,1014.3,5.1,2450.828326
Thuwal - KAUST,22.3065,39.107,1/2/2020 0:00,22.7,0.5,122,4,2.6,0,1.2,2557.729545,1963,577.4,733.8,4774.1,1553.7,2455,4914.9,1139.8,923.7,14.1,0.1,62.1,3,1012.8,5.1,2011.86183
Thuwal - KAUST,22.3065,39.107,1/3/2020 0:00,24.1,0.5,102,4,2.6,0.1,1.4,2557.729545,2321.5,641.8,759.5,5308.6,1645.4,2035.6,6083.3,1332,1073.4,14.9,0.1,66.8,3,1008.8,5.1,2203.694009
Thuwal - KAUST,22.3065,39.107,1/4/2020 0:00,26,0.6,100,4.3,2.4,0.1,1.4,2557.729545,2145.2,267,677.2,6306.7,862.1,1650.6,6790.1,740.7,446.2,11.2,0.1,67.9,3.5,1007.6,5.9,2558.271075
Thuwal - KAUST,22.3065,39.107,1/5/2020 0:00,29.3,0.5,99,4,2.5,0,1.4,2557.729545,2533.6,408,676.2,5336.2,904.8,1958.4,6632.5,1096.3,903.7,12.3,0.1,67.4,3,1005.5,5.1,2214.278752
Thuwal - KAUST,22.3065,39.107,1/9/2020 0:00,32.4,0.5,63,4,2.3,0.1,1.7,2557.729545,2314.2,553.3,316.8,5023.7,1122.2,879.8,6025.7,1215.2,423.8,11.2,0.1,74.8,3,1002.1,5,2103.072191
Thuwal - KAUST,22.3065,39.107,1/10/2020 0:00,31.3,0.5,113,4,2.3,0.1,1.6,2557.729545,1615,504,502.2,6168.2,1506.5,1255.5,5569.3,1153.4,283.3,12.3,0.1,57.9,3,1006.8,5,2504.970171
Thuwal - KAUST,22.3065,39.107,1/11/2020 0:00,27.8,0.5,123,3.7,2.4,0,1.2,2557.729545,1422.6,378.9,334.5,5307,1387.6,1214.2,4492.5,943.4,406.1,12.5,0.1,63.7,3,1009.9,5,2199.294552
Thuwal - KAUST,22.3065,39.107,1/12/2020 0:00,25.5,0.5,130,4,2.1,0,1.1,2557.729545,1489.9,419,488.2,4741.3,1453.8,2002.1,4028.1,899,623.6,10.1,0.1,62.3,3,1011.3,5.1,1998.065856
Thuwal - KAUST,22.3065,39.107,1/1/2021 0:00,24.9,0.5,145,4,2.5,0,1.2,2557.729545,1733.6,520.7,613.7,4544,1413.2,1975.8,4280.5,960.2,539.5,13.6,0.1,59.4,3,1011.7,5.1,1928.350514
Thuwal - KAUST,22.3065,39.107,1/2/2021 0:00,23.9,0.5,121,4,2.7,0.1,1.6,2557.729545,1647.6,546.7,548.1,5373.2,1626.2,2178.2,4971.2,1144.7,1109.6,14.9,0.1,63,3,1011.4,5.1,2223.643603
Thuwal - KAUST,22.3065,39.107,1/9/2021 0:00,31.1,0.5,141,3.7,2.5,0,1.4,2557.729545,2674.1,630.6,420,4143.2,1055.4,1022.9,5790.5,1201.4,425.3,14.4,0.1,76.7,3,1002.9,5,1791.748468
Thuwal - KAUST,22.3065,39.107,1/10/2021 0:00,29.3,0.5,107,4,0.2,0,0.7,2557.729545,1831.3,143.7,309.1,5239.4,365.6,590.7,5313.2,340.3,275.6,8.8,0,78.8,3,1006.7,5.1,2179.445529
Thuwal - KAUST,22.3065,39.107,1/11/2021 0:00,27.4,0.5,0,0,0,0,0,2557.729545,1350.9,102.8,271.3,5247.1,366.3,1270.9,4389.4,283.7,807.5,0,0,69.7,3,1009.5,5.1,2178.714463
Thuwal - KAUST,22.3065,39.107,1/12/2021 0:00,25.3,0.5,0,0,0,0,0,2557.729545,1589.8,127.4,474.9,4094.9,390.1,1974.4,3797.4,249.8,668,0,0,62.9,3,1011.8,5.1,1768.647884
Riyadh - KSU,24.72359,46.61639,1/1/2017 0:00,16.9,0.5,53,4,1.9,0,1,2557.729545,1684,221,602.9,4945.2,509,2114.3,4379.7,423,731.7,9.3,0.1,36.5,3,942.7,4.7,2045.488119
Riyadh - KSU,24.72359,46.61639,1/2/2017 0:00,14.5,0.5,52,4,2,0,1.1,2557.729545,2240,468.7,600.9,3624.6,1368.2,2630.8,4482.8,1173.9,1364.4,10.4,0.1,44.1,3,943.2,4.7,1579.370329
Riyadh - KSU,24.72359,46.61639,1/3/2017 0:00,22.3,0.5,108,4,2.2,0,1,2557.729545,2825.4,736.2,649.9,3235.2,1233.1,2286.2,5128.6,1276.6,1435.1,12.5,0.1,39.3,3,938.5,4.6,1441.971673
Riyadh - KSU,24.72359,46.61639,1/4/2017 0:00,29.7,0.5,77,4,2.2,0,1.2,2557.729545,3292.8,863.5,645.6,4711.6,1387.9,2082,6876.9,1549.4,1060.6,16.3,0.1,21.4,3,938.4,4.7,1966.589708
Riyadh - KSU,24.72359,46.61639,1/5/2017 0:00,34.7,0.5,70,4,2.1,0,1.1,2557.729545,3808.4,953.1,713.8,4143.5,1126.8,1533.9,7158.3,1513.6,610.5,16.5,0.1,19.2,3,935.5,4.7,1765.991588
Riyadh - KSU,24.72359,46.61639,1/6/2017 0:00,37,0.5,22,4,2.3,0,1.4,2557.729545,2797.7,864.6,838,7017.4,1721.9,1796.2,8177,1649.4,453.5,13.6,0.1,11.4,3,932,4.7,2782.040313
Riyadh - KSU,24.72359,46.61639,1/9/2017 0:00,35.1,0.5,38,4.1,1.6,0,1.1,2557.729545,2054.9,209.7,339.6,6637.3,554.2,896.6,6742.2,605.5,284.9,12.5,0.1,12.7,3.1,934.6,4.9,2644.26611
Riyadh - KSU,24.72359,46.61639,1/10/2017 0:00,30.4,0.5,118,4,1.4,0,0.9,2557.729545,1745.2,128.1,340.7,6675.4,459,693.3,5978.9,373.8,258.3,13.9,0,19.1,3,938.9,4.7,2658.453006
Riyadh - KSU,24.72359,46.61639,1/11/2017 0:00,22.8,0.5,110,4,1.6,0,0.9,2557.729545,1577.4,139.3,393.1,5164.4,446.1,2104.7,4498.9,328.7,944.1,9.1,0,35.5,3,941.8,4.7,2123.292867
Riyadh - KSU,24.72359,46.61639,1/3/2018 0:00,25.9,0.5,100,4,1.9,0,1.1,2557.729545,2318.5,198.8,708,5733.3,513.6,2201.4,6286.7,434.2,1009,12.3,0.1,23,3,939.4,4.7,2326.088139
Riyadh - KSU,24.72359,46.61639,1/4/2018 0:00,26.9,0.5,195,4,2.2,0,1.2,2557.729545,3399.3,265,745.4,3434.4,348.9,1994.8,6105.1,453.6,1467.3,20.5,0.1,33.4,3,936.7,4.7,1514.1986
Riyadh - KSU,24.72359,46.61639,1/5/2018 0:00,33.1,0.5,208,4,2.2,0,1.2,2557.729545,3500.5,262.1,694.8,4557.7,389,1836.5,7141.6,474.7,885.2,12.3,0.1,18.1,3,935.1,4.7,1911.514692
Riyadh - KSU,24.72359,46.61639,1/6/2018 0:00,37.5,0.5,245,4,2.4,0.1,1.5,2557.729545,3191.4,245.8,657.6,5845.5,439.4,1336.3,7787.4,484.8,342.5,14.9,0.1,12.6,3,931,4.7,2366.716399
Riyadh - KSU,24.72359,46.61639,1/7/2018 0:00,38,0.5,243,3.7,2.2,0.1,1.4,2557.729545,2897.7,217.3,580.9,5911.1,474.3,1411.1,7549.8,535.4,558.8,14.7,0.1,11.8,3,928.6,4.6,2387.982858
Riyadh - KSU,24.72359,46.61639,1/8/2018 0:00,37,0.5,238,4,1.9,0,1.4,2557.729545,2459.3,183.9,599.9,6446.6,496.2,1349.2,7345.4,463.1,317.5,13.3,0.1,13.3,3,930.3,4.7,2577.315856
Riyadh - KSU,24.72359,46.61639,1/9/2018 0:00,36.4,0.5,272,4,1.7,0,1.3,2557.729545,2366.5,169.4,314.9,5812.3,420.4,800.1,6565.6,410.3,327.9,12,0.1,14.3,3,934.6,4.7,2352.512752
Riyadh - KSU,24.72359,46.61639,1/10/2018 0:00,29.1,0.5,129,3.7,1.5,0,1,2557.729545,2006.4,182.5,585,4792.2,422.3,2365.6,5125,355.3,1260.9,12.3,0,30.6,3,940.2,4.7,1991.997084
Riyadh - KSU,24.72359,46.61639,1/11/2018 0:00,21.3,0.5,58,3.7,1.9,0,1,2557.729545,1887.6,159.4,491.8,3492.5,370.2,1958.9,3889.5,276.4,838.5,9.3,0,56.6,3,941.9,4.7,1533.918625
Riyadh - KSU,24.72359,46.61639,1/12/2018 0:00,18.4,0.5,126,3.7,1.8,0,0.8,2557.729545,1442.7,122.8,355.2,4760.7,358.2,1460.8,3977.8,261.8,531.2,8.3,0,50.5,3,943.5,4.7,1982.130635
Riyadh - KSU,24.72359,46.61639,1/1/2019 0:00,18.2,0.5,206,3.7,1.9,0,1,2557.729545,2100.8,176.7,583.5,3592.9,351.9,1497.9,4125.2,272.3,329.1,10.1,0.1,36.5,3,942.9,4.7,1566.245099
Riyadh - KSU,24.72359,46.61639,1/2/2019 0:00,18.1,0.5,234,3.7,2.2,0,1.2,2557.729545,2046.4,171.4,705.8,4755,532.9,2392.3,4913.4,348.7,856.9,14.1,0.1,36.8,3,941.6,4.6,1979.290452
Riyadh - KSU,24.72359,46.61639,1/3/2019 0:00,21,0.5,214,3.7,2.4,0,1.1,2557.729545,2525.2,340.6,938.4,5356.4,619.6,2365.9,6189.1,653.3,706.7,11.5,0.1,28,3,939.2,4.6,2193.25604
Riyadh - KSU,24.72359,46.61639,1/4/2019 0:00,25.7,0.5,213,4,2.2,0,1.1,2557.729545,2922.9,600.7,751.1,4329.2,1163.2,2487.5,6199.7,1206.7,1266.9,13.1,0.1,31.3,3,937.7,4.7,1830.264232
Riyadh - KSU,24.72359,46.61639,1/5/2019 0:00,32.9,0.5,219,4,1.8,0,1.1,2557.729545,2962.2,723.2,667.8,4113.4,1397.2,2237.9,6209.3,1467.7,1389.9,13.1,0.1,21.9,3,935.9,4.7,1752.021533
Riyadh - KSU,24.72359,46.61639,1/6/2019 0:00,38,0.5,258,4,1.9,0,1.3,2557.729545,2606.6,782.8,744.4,6062.2,1466.9,1737.1,7261.7,1501.3,525,14.7,0.1,12.3,3,932,4.7,2441.548146
Riyadh - KSU,24.72359,46.61639,1/7/2019 0:00,38,0.5,241,4,2.3,0,1.5,2557.729545,2394.1,352.4,631.4,7027,1497.8,1389,7737.8,1484.3,324.3,17.6,0.1,11.9,3,929,4.7,2783.064131
Riyadh - KSU,24.72359,46.61639,1/8/2019 0:00,37.3,0.5,238,4,2,0,1.2,2557.729545,2176.6,176.7,520,7002.8,478.7,1178.3,7412.5,458.6,341.8,12.3,0.1,12.4,3,930.4,4.7,2773.907478
Riyadh - KSU,24.72359,46.61639,1/9/2019 0:00,35.9,0.5,273,4,1.7,0,1.1,2557.729545,2004.4,175.5,464.5,6547.9,479.2,1088.5,6639.2,412.5,344.4,12,0.1,15.8,3,934,4.7,2612.811715
Riyadh - KSU,24.72359,46.61639,1/10/2019 0:00,31.2,0.5,18,4,1.6,0,0.9,2557.729545,1800.2,139.4,391,5991.1,420.4,956.3,5614.5,353.1,306.8,9.9,0,23.6,3,938.3,4.7,2416.031538
Riyadh - KSU,24.72359,46.61639,1/11/2019 0:00,22.1,0.5,28,4,1.7,0,0.9,2557.729545,1703.6,142.7,450.6,4160.2,369.9,2256.1,4052.7,291.8,1053.3,8.8,0,42.8,3,941.5,4.7,1767.818104
Riyadh - KSU,24.72359,46.61639,1/12/2019 0:00,17.8,0.5,40,4,1.8,0,0.9,2557.729545,1288.7,122,448.8,5120.3,442.8,2220.7,3978.1,269.5,726.1,9.3,0.1,46.3,3,942.3,4.7,2108.136853
Riyadh - KSU,24.72359,46.61639,1/1/2020 0:00,14.8,0.5,252,4,1.8,0,1,2557.729545,1305.5,361.8,500.4,5841.8,1544,1791.7,4446.7,984.5,855.5,9.1,0.1,40.8,3,942.8,4.7,2363.605029
Riyadh - KSU,24.72359,46.61639,1/2/2020 0:00,19,0.5,50,4,2.2,0,1.1,2557.729545,2118.4,616.8,733,4982.2,1706,2228.3,5154.1,1201.6,704.4,12.5,0.1,27.8,3,942.4,4.7,2058.907263
Riyadh - KSU,24.72359,46.61639,1/3/2020 0:00,23.1,0.5,236,4,2,0,1.1,2557.729545,2676.4,698.2,742,5101,1523.1,2010.5,6235.7,1294.4,741.3,10.9,0.1,24.9,3,938.4,4.7,2102.391845
Riyadh - KSU,24.72359,46.61639,1/4/2020 0:00,28.4,0.5,32,4,2.3,0,1.1,2557.729545,3200.1,869.1,675.5,3992.3,1277.6,1827.8,6285.3,1422.1,1006.5,13.1,0.1,29,3,936.7,4.7,1711.143228
Riyadh - KSU,24.72359,46.61639,1/5/2020 0:00,33.5,0.5,276,4,2,0,1.1,2557.729545,3132.4,831.9,798.3,5272.8,1459.3,2160.6,7182.2,1517.4,962.1,11.7,0.1,16.3,3,936.2,4.7,2164.385168
Riyadh - KSU,24.72359,46.61639,1/9/2020 0:00,35.1,0.5,266,4,1.6,0,1.2,2557.729545,2016.9,547.9,442.2,6497.7,1506.8,1017.8,6630.2,1351,262.1,14.1,0.1,15.2,3,934.1,4.7,2594.800759
Riyadh - KSU,24.72359,46.61639,1/10/2020 0:00,27.8,0.5,259,4,1.4,0,0.9,2557.729545,1247.3,328.4,248.9,7725.2,1650.3,707.5,5985.7,1226.7,295.7,9.1,0,17,3,939.5,4.7,3029.30239
Riyadh - KSU,24.72359,46.61639,1/11/2020 0:00,23.5,0.5,58,4,1.8,0,1,2557.729545,1331.9,394.5,362.6,5734.9,1511.6,2170.6,4530.7,1037.6,945.3,9.9,0.1,36.1,3,941.6,4.7,2325.420022
Riyadh - KSU,24.72359,46.61639,1/12/2020 0:00,17.5,0.5,31,4,1.7,0,0.9,2557.729545,1489.7,433.2,475.4,4640.4,1309.5,1891.9,3933.7,857.1,675.8,8.5,0,49,3,943.6,4.7,1939.119825
Riyadh - KSU,24.72359,46.61639,1/1/2021 0:00,16.7,0.5,32,4,1.6,0,1,2557.729545,1550.3,433.7,431.9,5067,1395,1982.6,4327.6,968.6,790.2,10.7,0,40.7,3,943.8,4.7,2089.41848
Riyadh - KSU,24.72359,46.61639,1/2/2021 0:00,18.5,0.5,0,0,2,0,1.1,2557.729545,1799.3,588.6,708.3,5203.8,1754.1,2842.3,4880.6,1181.2,1196.8,9.6,0.1,37.6,3,942.2,4.7,2138.321015
Riyadh - KSU,24.72359,46.61639,1/3/2021 0:00,25.3,0.5,275,4,2.2,0,1.2,2557.729545,2866.7,820.2,671.8,4834,1227.3,1548.2,6313.1,1349.9,584.7,12.8,0.1,20.6,3,939.3,4.7,2007.825141
Riyadh - KSU,24.72359,46.61639,1/4/2021 0:00,29.6,0.5,269,3.7,1.9,0,1.3,2557.729545,3077.5,815.9,699.1,5034,1456.1,2061,6907.5,1503.9,1045.2,13.6,0.1,16.8,3,938.1,4.7,2079.314371
Riyadh - KSU,24.72359,46.61639,1/5/2021 0:00,35.5,0.5,349,4,1.8,0,1,2557.729545,2738.9,680.2,590.5,6268.5,1492.8,1543.3,7581.9,1537.1,587.7,17.3,0,12.8,3,934.2,4.7,2515.969945
Riyadh - KSU,24.72359,46.61639,1/7/2021 0:00,39.5,0.5,283,4,2,0,1.3,2557.729545,2563.7,584.7,395.9,6441,1544.2,1138.6,7521.9,1551,485.6,12.8,0.1,16.3,3,928,4.6,2576.072292
Riyadh - KSU,24.72359,46.61639,1/8/2021 0:00,38.6,0.5,275,3.7,1.8,0,1.2,2557.729545,2211.4,162,323.5,6769.8,440.7,776.6,7314.8,440.7,216.9,13.1,0.1,13.5,3,930.7,4.6,2691.608712
Riyadh - KSU,24.72359,46.61639,1/9/2021 0:00,34.3,0.5,262,4,2.1,0,1.4,2557.729545,1875.2,468.4,344.9,6940.9,1613.5,861.2,6750.1,1387.9,293.7,12.3,0.1,15.4,3,933.7,4.7,2751.755776
Riyadh - KSU,24.72359,46.61639,1/10/2021 0:00,30.8,0.5,325,4,1.6,0,1,2557.729545,1681.4,122.6,310.7,6241.3,418.8,993.3,5645.1,363.1,432.7,11.2,0,20.7,3,939,4.7,2504.094988
Riyadh - KSU,24.72359,46.61639,1/11/2021 0:00,23.7,0.5,307,4,1.5,0,0.9,2557.729545,1465.7,120.1,334.7,5656.9,405.6,1077.3,4651.8,303,340.7,9.3,0,30.5,3,941.5,4.7,2297.05484
Riyadh - KSU,24.72359,46.61639,1/12/2021 0:00,18.2,0.5,358,4,1.6,0,1,2557.729545,1528.9,138.4,472,4263.2,416.1,2235.1,3779.4,273.9,866.6,9.3,0,37.3,3,943.2,4.7,1802.54698
Majmaah - University,25.85891,45.41889,1/1/2017 0:00,14,0.5,81,4,3.1,0.1,1.7,2557.729545,1611.9,493.5,541.1,4846.9,1203.2,1870.5,4179.1,942.8,474.5,13.6,0.1,40.7,3,936.6,4.7,2009.005842
Majmaah - University,25.85891,45.41889,1/2/2017 0:00,12.6,0.5,90,4,3.3,0.1,1.9,2557.729545,1949.1,561.9,615.5,4732.1,1663.3,2537.3,4783.2,1152.2,1048,14.4,0.1,39.6,3,937,4.7,1969.339217
Majmaah - University,25.85891,45.41889,1/3/2017 0:00,20.4,0.5,130,4,4.2,0.1,2.2,2557.729545,2868.3,729.9,683.9,3001.6,1052.2,2010.6,4958.5,1207.5,1208.5,19.2,0.1,40.8,3,932.1,4.7,1357.325556
Majmaah - University,25.85891,45.41889,1/4/2017 0:00,27.1,0.5,111,4,3.7,0.1,2,2557.729545,3386.2,876.1,815.8,3876.1,1503,2205.5,6331.3,1450.8,998.7,26.4,0.1,25.8,3,932.5,4.7,1668.603294
Majmaah - University,25.85891,45.41889,1/5/2017 0:00,32.4,0.5,149,4,3.3,0.1,1.8,2557.729545,3634.7,925.3,715.6,4113.2,1200.7,1649.1,6955.8,1492.7,774.9,23.5,0.1,19.4,3,929.8,4.7,1752.609071
Majmaah - University,25.85891,45.41889,1/6/2017 0:00,34.9,0.5,20,4,3,0.1,2,2557.729545,2535.3,905.3,769.9,7085.1,1694.7,1719.8,7907.4,1611.5,645.5,15.2,0.1,10,3,926.7,4.6,2802.937734
Majmaah - University,25.85891,45.41889,1/9/2017 0:00,32.7,0.5,36,4,2.5,0.1,1.8,2557.729545,2161.9,252.8,522.8,6542.7,605,1205.7,6766.3,596.4,364.1,15.2,0.1,10.3,3,929.3,4.7,2608.776475
Majmaah - University,25.85891,45.41889,1/10/2017 0:00,28.1,0.5,173,3.7,2.7,0.1,1.8,2557.729545,1768.2,124.1,333.5,6498.1,429.2,748.8,5844.2,360.7,254.6,13.1,0.1,15.7,3,932.9,4.6,2592.772557
Majmaah - University,25.85891,45.41889,1/11/2017 0:00,20.3,0.5,130,4,2.8,0.1,1.7,2557.729545,1633.2,151.8,534.6,4861.8,446.5,2274.9,4333.5,329.6,1102.2,12.5,0.1,34.6,3,935.5,4.7,2013.57697
Majmaah - University,25.85891,45.41889,1/3/2018 0:00,23.7,0.5,140,4,3.4,0.1,2,2557.729545,2598,209.1,701.7,5142.9,427.9,2252.8,6130.1,422,1006.4,15.7,0.1,26.2,3,933.4,4.7,2115.917974
Majmaah - University,25.85891,45.41889,1/4/2018 0:00,24.4,0.5,150,4,3.7,0.1,2.2,2557.729545,3363.6,286.1,669,3562.8,369.8,2213.8,6129.9,468.3,1434.8,26.1,0.1,39.6,3,930.6,4.7,1559.037225
Majmaah - University,25.85891,45.41889,1/5/2018 0:00,30.8,0.5,122,4,3.7,0.1,2.1,2557.729545,3902.2,294.7,640.7,3921.6,346.2,1534.2,7065.5,454.3,796.7,19.2,0.1,21.9,3,929.4,4.7,1685.815108
Majmaah - University,25.85891,45.41889,1/6/2018 0:00,35.1,0.5,336,4,3.3,0.1,2.1,2557.729545,2888.6,208.7,571.5,6422.5,524.6,1263,7908.9,486.4,421.4,14.7,0.1,13.7,3,926,4.6,2569.278253
