Site,Latitude,Longitude,Date,Air Temperature (C°),Air Temperature Uncertainty (C°),Wind Direction at 3m (°N),Wind Direction at 3m Uncertainty (°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv)),Unnamed: 26,Day of Year
Shaqra - University,25.17279,45.14198,09-01-2017,1.0776237209868142,0.5,47.0,4.0,-0.6332426948885723,0.0,0.9,2557.729545,2195.5,231.1,453.2,6640.8,601.1,1163.5,6905.7,618.0,392.5,14.1,0.0,10.2,3.0,921.5,4.6,9
Shaqra - University,25.17279,45.14198,10-01-2017,0.2823246588758344,0.5,118.0,4.0,-0.6332426948885723,0.0,0.9,2557.729545,1753.7,116.9,339.5,6887.0,452.5,717.1,6051.4,368.6,246.8,10.1,0.0,15.4,3.0,925.4,4.6,10
Shaqra - University,25.17279,45.14198,11-01-2017,-0.8494470833590207,0.5,91.0,4.0,-0.46365573860601006,0.0,0.9,2557.729545,1716.0,151.7,477.3,5058.0,488.5,2407.3,4543.3,345.5,961.8,9.1,0.1,35.9,3.0,927.9,4.7,11
Shaqra - University,25.17279,45.14198,03-01-2018,-0.421209126837724,0.5,92.0,3.7,-0.2940687823234478,0.0,1.2,2557.729545,2527.2,205.7,692.8,5471.2,481.8,2145.1,6267.0,428.0,942.6,15.5,0.1,24.0,3.0,925.5,4.6,3
Shaqra - University,25.17279,45.14198,06-01-2018,1.2917426992474623,0.5,347.0,4.0,-0.9724166074536972,0.0,1.4,2557.729545,2937.8,245.6,636.4,6331.1,514.0,1184.2,7855.3,480.5,252.0,16.8,0.1,12.5,3.0,918.2,4.6,6
Shaqra - University,25.17279,45.14198,07-01-2018,1.3223311247132699,0.5,336.0,3.7,-0.8028296511711349,0.0,1.5,2557.729545,2713.8,209.4,578.1,6471.7,508.8,1244.9,7713.6,536.2,378.7,13.3,0.1,11.7,3.0,916.1,4.6,7
Shaqra - University,25.17279,45.14198,08-01-2018,1.2458600610487525,0.5,357.0,4.0,-0.9724166074536972,0.0,1.3,2557.729545,2103.0,167.0,528.8,7323.4,555.5,1120.2,7504.7,521.0,265.1,13.1,0.1,12.9,3.0,917.5,4.6,8
Shaqra - University,25.17279,45.14198,09-01-2018,1.2305658483158488,0.5,70.0,4.0,-1.1420035637362596,0.0,0.9,2557.729545,2424.8,175.5,441.3,5671.4,444.9,1087.5,6501.4,408.3,352.5,15.5,0.0,12.5,3.0,921.5,4.6,9
Shaqra - University,25.17279,45.14198,10-01-2018,0.007028829683572731,0.5,82.0,4.0,-1.3115905200188218,0.0,1.0,2557.729545,1942.9,172.2,575.7,5105.2,456.9,2516.7,5224.4,365.4,1193.0,13.9,0.0,31.4,3.0,926.9,4.6,10
Shaqra - University,25.17279,45.14198,11-01-2018,-1.2776850398803175,0.5,78.0,4.0,-1.3115905200188218,0.0,1.0,2557.729545,1877.7,162.8,525.4,3227.1,351.8,1997.7,3692.9,264.2,971.3,13.1,0.0,68.3,3.0,928.3,4.7,11
Shaqra - University,25.17279,45.14198,12-01-2018,-1.5529808690725797,0.5,87.0,4.0,-1.6507644325839466,0.0,0.7,2557.729545,1548.2,123.3,429.6,4811.6,415.1,1636.3,4008.8,267.4,436.3,9.6,0.0,54.8,3.0,929.5,4.7,12
Shaqra - University,25.17279,45.14198,01-01-2019,-1.64474614547,0.5,55.0,4.0,-1.5659709544426654,0.0,1.0,2557.729545,2337.2,174.2,541.5,3045.2,321.3,1643.6,4012.7,268.9,490.2,14.4,0.0,41.7,3.0,928.9,4.7,1
Shaqra - University,25.17279,45.14198,02-01-2019,-1.6600403582029037,0.5,347.0,4.0,-1.5659709544426654,0.0,1.1,2557.729545,2060.4,179.2,716.0,4302.8,518.8,2529.1,4614.9,333.1,1044.8,17.9,0.0,43.0,3.0,927.8,4.7,2
Shaqra - University,25.17279,45.14198,03-01-2019,-1.1859197634828966,0.5,292.0,4.0,-1.2267970418775407,0.0,1.6,2557.729545,2454.1,235.6,1034.7,5459.8,543.5,2782.2,6134.1,400.8,923.9,14.7,0.1,28.2,3.0,925.3,4.7,3
Shaqra - University,25.17279,45.14198,04-01-2019,-0.5282686159680481,0.5,292.0,4.0,-1.5659709544426654,0.0,1.2,2557.729545,2805.7,619.1,858.4,4983.8,1203.9,2556.0,6514.2,1215.5,1169.0,19.7,0.1,33.3,3.0,924.1,4.6,4
Shaqra - University,25.17279,45.14198,05-01-2019,0.6340915517326139,0.5,225.0,4.0,-1.6507644325839466,0.0,1.0,2557.729545,3084.3,768.9,699.4,4914.3,1550.5,2080.1,6931.7,1537.7,934.1,16.5,0.1,22.6,3.0,922.3,4.6,5
Shaqra - University,25.17279,45.14198,06-01-2019,1.4140964011106896,0.5,12.0,4.0,-1.0572100855949782,0.0,1.2,2557.729545,2765.3,837.3,773.3,6356.2,1570.4,1944.4,7617.1,1561.5,699.8,12.8,0.1,11.4,3.0,919.0,4.6,6
Shaqra - University,25.17279,45.14198,07-01-2019,1.398802188377787,0.5,10.0,4.0,-0.8028296511711349,0.0,1.3,2557.729545,2246.1,235.9,690.7,7477.3,521.6,1549.3,7863.9,474.7,357.8,12.8,0.1,11.4,3.0,916.3,4.6,7
Shaqra - University,25.17279,45.14198,08-01-2019,1.2458600610487525,0.5,344.0,4.0,-0.5484492167472913,0.1,1.7,2557.729545,2065.5,168.4,463.1,7348.6,501.2,1011.4,7506.2,484.9,302.1,13.9,0.1,12.1,3.0,917.7,4.6,8
Shaqra - University,25.17279,45.14198,09-01-2019,1.0776237209868142,0.5,81.0,4.0,-1.0572100855949782,0.0,0.9,2557.729545,2028.3,189.1,611.3,6615.0,478.4,1343.5,6681.2,419.1,329.1,9.6,0.0,13.9,3.0,920.9,4.6,9
Shaqra - University,25.17279,45.14198,10-01-2019,0.3282072970745449,0.5,119.0,4.0,-1.1420035637362596,0.0,1.1,2557.729545,1808.2,128.6,442.3,6042.5,431.6,1105.6,5639.6,356.6,351.3,10.1,0.0,22.4,3.0,924.7,4.6,10
Shaqra - University,25.17279,45.14198,11-01-2019,-1.0176834234209589,0.5,114.0,4.0,-1.8203513888665086,0.0,0.3,2557.729545,1769.5,158.4,534.4,4173.6,425.8,2348.1,4080.6,297.0,983.1,10.9,0.0,43.9,3.0,927.7,4.7,11
Shaqra - University,25.17279,45.14198,12-01-2019,-1.6141577200041932,0.5,146.0,4.0,-1.8203513888665086,0.0,0.6,2557.729545,1230.8,115.9,470.5,6053.3,500.9,1928.6,4239.8,268.4,432.8,15.7,0.0,44.1,3.0,928.4,4.7,12
Shaqra - University,25.17279,45.14198,01-01-2020,-2.134160952922911,0.5,313.0,4.0,-1.6507644325839466,0.0,0.9,2557.729545,1230.6,398.4,570.7,6521.2,1690.2,1985.8,4597.3,1008.9,586.0,11.7,0.0,38.8,3.0,929.1,4.7,1
Shaqra - University,25.17279,45.14198,02-01-2020,-1.4765098054080625,0.5,331.0,4.0,-1.6507644325839466,0.0,1.0,2557.729545,2156.0,637.4,822.9,5290.3,1716.5,2431.3,5296.2,1227.8,715.3,16.3,0.0,28.6,3.0,928.3,4.7,2
Shaqra - University,25.17279,45.14198,03-01-2020,-0.9106239342906344,0.5,336.0,3.7,-1.735557910725228,0.0,0.7,2557.729545,2721.6,774.8,949.1,5345.2,1701.6,2460.2,6388.6,1387.9,768.1,11.5,0.0,24.1,3.0,924.8,4.6,3
Shaqra - University,25.17279,45.14198,04-01-2020,-0.13061908491255866,0.5,146.0,4.0,-1.735557910725228,0.0,0.7,2557.729545,3047.1,886.7,855.5,5120.9,1663.6,2129.3,6946.7,1510.9,888.0,17.9,0.0,29.9,3.0,922.7,4.6,4
Shaqra - University,25.17279,45.14198,05-01-2020,0.6952684026642281,0.5,341.0,4.0,-1.8203513888665086,0.0,0.7,2557.729545,3356.9,842.0,815.8,4948.0,1516.4,2255.3,7207.3,1548.8,977.3,17.9,0.0,16.2,3.0,922.5,4.6,5
Shaqra - University,25.17279,45.14198,09-01-2020,0.9705642318564898,0.5,345.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2016.7,633.0,578.6,6662.2,1617.0,1467.6,6670.5,1383.2,377.1,7.2,0.0,12.8,3.0,921.1,4.6,9
Shaqra - University,25.17279,45.14198,12-01-2020,-1.7365114218674211,0.5,345.0,4.0,-1.989938345149071,0.0,0.1,2557.729545,1477.4,364.3,410.8,4816.3,1359.7,1985.0,3944.8,862.7,673.0,9.6,0.0,53.2,3.0,929.8,4.7,12
Shaqra - University,25.17279,45.14198,01-01-2021,-1.8282766982648417,0.5,199.0,4.0,-1.989938345149071,0.0,0.1,2557.729545,1464.0,437.0,470.8,5528.6,1509.6,2269.5,4399.0,972.9,836.7,7.2,0.0,43.2,3.0,930.1,4.7,1
Shaqra - University,25.17279,45.14198,02-01-2021,-1.5835692945383866,0.5,316.0,4.0,-1.989938345149071,0.0,0.3,2557.729545,1963.2,653.8,863.6,5167.6,1738.3,2663.6,5016.8,1200.8,812.3,14.4,0.0,39.7,3.0,928.8,4.7,2
Shaqra - University,25.17279,45.14198,03-01-2021,-0.6047396796325654,0.5,192.0,4.0,-1.989938345149071,0.0,0.1,2557.729545,2925.7,845.7,762.7,4811.0,1243.1,1650.1,6316.0,1366.0,582.8,8.8,0.0,21.9,3.0,925.9,4.7,3
Shaqra - University,25.17279,45.14198,04-01-2021,0.007028829683572731,0.5,236.0,4.0,-1.989938345149071,0.0,0.1,2557.729545,3187.9,858.8,748.2,4723.0,1525.2,2170.0,6755.0,1524.1,1114.1,11.5,0.0,18.5,3.0,924.9,4.6,4
Shaqra - University,25.17279,45.14198,05-01-2021,0.9399758063906835,0.5,123.0,4.0,-1.989938345149071,0.0,0.0,2557.729545,2729.1,730.9,699.5,6537.5,1672.8,1538.8,7730.5,1550.8,393.3,6.4,0.0,11.6,3.0,920.7,4.6,5
Shaqra - University,25.17279,45.14198,07-01-2021,1.612921166638435,0.5,49.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2574.2,679.4,545.4,6625.9,1561.4,1465.4,7615.5,1565.1,592.4,1.1,0.0,13.0,3.0,915.0,4.6,7
Shaqra - University,25.17279,45.14198,08-01-2021,1.398802188377787,0.5,26.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2113.4,152.8,440.1,7255.4,537.9,1122.6,7483.7,454.3,297.6,1.3,0.0,11.5,3.0,917.7,4.6,8
Shaqra - University,25.17279,45.14198,09-01-2021,0.8023278917945516,0.5,27.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,1882.6,546.3,460.7,7070.6,1621.9,1108.2,6809.4,1401.7,283.9,1.1,0.0,14.0,3.0,920.7,4.6,9
Shaqra - University,25.17279,45.14198,10-01-2021,0.2823246588758344,0.5,175.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,1691.3,140.8,354.1,6501.1,425.0,926.4,5778.5,368.5,394.3,3.7,0.0,17.3,3.0,925.4,4.6,10
Shaqra - University,25.17279,45.14198,11-01-2021,-0.818858657893214,0.5,193.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,1478.9,143.1,414.0,5897.1,434.3,1315.9,4729.9,306.9,371.3,4.0,0.0,29.7,3.0,927.8,4.7,11
Shaqra - University,25.17279,45.14198,12-01-2021,-1.675334570935807,0.5,185.0,4.0,-1.989938345149071,0.0,0.0,2557.729545,1694.5,151.0,578.6,4351.2,434.7,2419.7,3911.0,267.6,743.3,5.9,0.0,38.8,3.0,929.7,4.7,12
Sharurah - TVTC,17.47586,47.08618,05-01-2017,1.138800571918428,0.5,50.0,3.7,1.2322138242196132,0.1,1.9,2557.729545,2866.0,821.7,876.4,5908.4,1613.6,1774.2,7400.9,1520.0,472.4,15.5,0.1,19.9,3.0,926.6,4.6,5
Sharurah - TVTC,17.47586,47.08618,06-01-2017,1.4140964011106896,0.5,38.0,4.0,0.8082464335132072,0.1,1.7,2557.729545,3404.4,1039.4,1084.5,5124.4,1553.0,2088.1,7412.5,1527.0,478.6,17.6,0.1,10.1,3.0,923.4,4.6,6
Sharurah - TVTC,17.47586,47.08618,09-01-2017,1.047035295521007,0.5,49.0,4.0,0.8082464335132072,0.1,1.7,2557.729545,2007.4,509.0,439.7,6131.6,1539.6,1130.9,6528.3,1342.6,336.5,16.3,0.1,14.3,3.0,925.6,4.6,9
Sharurah - TVTC,17.47586,47.08618,10-01-2017,0.3282072970745449,0.5,42.0,4.0,0.8082464335132072,0.1,1.6,2557.729545,1451.7,372.9,404.2,6975.2,1521.3,869.9,6073.3,1238.6,253.9,13.6,0.1,17.7,3.0,930.1,4.7,10
Sharurah - TVTC,17.47586,47.08618,11-01-2017,-0.34473806317320677,0.5,54.0,4.0,0.9778333897957698,0.1,1.4,2557.729545,1092.0,269.0,233.9,7020.8,1492.0,660.1,5262.7,1090.7,257.0,11.7,0.1,28.9,3.0,932.6,4.7,11
Sharurah - TVTC,17.47586,47.08618,03-01-2018,0.052911467882282646,0.5,63.0,4.0,1.3170073023608944,0.1,1.7,2557.729545,1905.3,528.5,530.2,7405.5,1683.9,1355.7,7122.5,1439.6,394.7,17.1,0.1,18.0,3.0,930.4,4.7,3
Sharurah - TVTC,17.47586,47.08618,04-01-2018,0.6646799771984206,0.5,49.0,4.0,1.4018007805021757,0.1,1.9,2557.729545,3578.9,931.9,946.5,4034.8,1477.3,1854.9,6758.0,1415.4,423.5,17.3,0.1,24.4,3.0,927.5,4.6,4
Sharurah - TVTC,17.47586,47.08618,05-01-2018,0.9246815936577798,0.5,58.0,4.0,1.3170073023608944,0.1,1.9,2557.729545,2861.0,818.8,874.3,5660.0,1582.8,1621.4,7276.2,1469.8,354.7,18.9,0.1,21.8,3.0,926.2,4.6,5
Sharurah - TVTC,17.47586,47.08618,06-01-2018,1.398802188377787,0.5,27.0,4.0,1.062626867937051,0.1,2.1,2557.729545,3875.3,993.9,980.1,3752.6,1318.5,1830.7,6892.3,1415.1,426.3,19.2,0.1,14.7,3.0,922.9,4.6,6
Sharurah - TVTC,17.47586,47.08618,07-01-2018,1.4905674647752067,0.5,335.0,4.0,1.2322138242196132,0.1,2.2,2557.729545,3845.5,897.9,771.3,3268.7,1033.1,1767.6,6505.0,1377.7,853.8,18.9,0.1,11.9,3.0,920.8,4.6,7
Sharurah - TVTC,17.47586,47.08618,08-01-2018,1.4599790393094005,0.5,355.0,4.0,1.1474203460783323,0.1,2.2,2557.729545,3350.5,919.1,845.5,4163.6,1190.3,1641.1,6688.9,1361.1,439.3,20.0,0.1,15.4,3.0,921.7,4.6,8
Sharurah - TVTC,17.47586,47.08618,09-01-2018,1.0776237209868142,0.5,72.0,4.0,1.1474203460783323,0.1,1.7,2557.729545,1989.3,513.5,386.4,6609.0,1526.0,786.0,6771.1,1341.7,164.6,15.2,0.1,16.3,3.0,925.9,4.6,9
Sharurah - TVTC,17.47586,47.08618,04-01-2019,0.5882089135339035,0.5,77.0,4.0,1.4018007805021757,0.1,1.8,2557.729545,3090.8,623.9,889.8,4821.7,1407.1,2195.7,6784.3,1385.2,850.6,20.3,0.1,23.7,3.0,928.2,4.7,4
Sharurah - TVTC,17.47586,47.08618,05-01-2019,0.9399758063906835,0.5,77.0,4.0,0.9778333897957698,0.1,1.6,2557.729545,2921.6,828.8,862.6,5517.5,1438.8,2060.6,7180.5,1499.1,833.8,20.5,0.1,23.2,3.0,927.4,4.6,5
Sharurah - TVTC,17.47586,47.08618,06-01-2019,1.4446848265764969,0.5,41.0,4.0,0.8930399116544885,0.1,1.8,2557.729545,3053.4,833.1,829.6,5649.9,1620.3,1718.0,7425.5,1535.9,492.3,16.8,0.1,13.7,3.0,923.2,4.6,6
Sharurah - TVTC,17.47586,47.08618,07-01-2019,1.5670385284397241,0.5,21.0,4.0,1.062626867937051,0.1,1.9,2557.729545,3780.9,312.2,777.9,4164.7,409.6,1542.4,7131.2,457.6,448.2,19.7,0.1,15.3,3.0,920.5,4.6,7
Sharurah - TVTC,17.47586,47.08618,08-01-2019,1.4140964011106896,0.5,358.0,4.0,1.3170073023608944,0.1,2.3,2557.729545,3195.1,260.0,875.7,4911.8,439.6,2128.2,6987.6,448.5,901.6,18.7,0.1,15.6,3.0,922.3,4.6,8
Sharurah - TVTC,17.47586,47.08618,09-01-2019,1.1693889973842353,0.5,42.0,3.7,1.2322138242196132,0.1,1.8,2557.729545,2555.1,194.6,568.2,5726.3,479.1,1394.0,6840.7,443.4,453.4,17.9,0.1,19.3,3.0,924.7,4.6,9
Sharurah - TVTC,17.47586,47.08618,10-01-2019,0.5270320626022899,0.5,62.0,4.0,1.1474203460783323,0.1,1.5,2557.729545,1531.1,138.2,430.5,7635.1,486.8,1027.5,6614.2,417.6,256.8,13.9,0.1,20.7,3.0,929.3,4.7,10
Sharurah - TVTC,17.47586,47.08618,11-01-2019,-0.39062070137191723,0.5,56.0,4.0,1.2322138242196132,0.1,1.5,2557.729545,1426.3,138.4,385.4,6870.4,500.4,2037.3,5571.5,361.2,1031.7,13.6,0.1,36.2,3.0,932.1,4.7,11
Sharurah - TVTC,17.47586,47.08618,12-01-2019,-0.7729760196945035,0.5,62.0,4.0,0.9778333897957698,0.1,1.4,2557.729545,1168.4,111.8,392.8,7408.1,519.2,1799.6,5309.2,333.1,642.9,13.6,0.1,37.8,3.0,933.1,4.7,12
Sharurah - TVTC,17.47586,47.08618,01-01-2020,-1.0941544870854762,0.5,52.0,4.0,0.8930399116544885,0.1,1.6,2557.729545,1640.6,556.6,753.5,6715.3,1763.6,2138.8,5578.3,1180.0,516.1,14.9,0.1,34.4,3.0,933.8,4.7,1
Sharurah - TVTC,17.47586,47.08618,02-01-2020,-0.5282686159680481,0.5,62.0,4.0,1.3170073023608944,0.1,1.6,2557.729545,2103.2,810.1,1053.7,6297.3,1793.2,2533.2,6153.8,1349.4,660.2,16.3,0.1,23.6,3.0,932.7,4.7,2
Sharurah - TVTC,17.47586,47.08618,03-01-2020,-0.023559595782234606,0.5,61.0,4.0,1.5713877367847382,0.1,1.9,2557.729545,3186.7,926.5,903.4,4887.2,1385.9,1830.6,6779.9,1432.0,500.3,32.5,0.1,26.1,3.0,929.2,4.7,3
Sharurah - TVTC,17.47586,47.08618,04-01-2020,0.6187973389997108,0.5,137.0,4.0,1.2322138242196132,0.1,2.0,2557.729545,2729.7,773.5,833.4,5737.1,1579.1,2071.7,7098.2,1535.9,944.3,20.3,0.1,34.4,3.0,927.9,4.7,4
Sharurah - TVTC,17.47586,47.08618,05-01-2020,1.1540947846513316,0.5,56.0,4.0,1.1474203460783323,0.1,1.8,2557.729545,2767.2,750.7,816.9,6153.8,1667.9,1580.5,7522.2,1510.2,297.8,21.9,0.1,19.4,3.0,927.0,4.6,5
Sharurah - TVTC,17.47586,47.08618,09-01-2020,0.9705642318564898,0.5,42.0,4.0,0.8082464335132072,0.1,1.7,2557.729545,1963.5,538.9,635.8,7390.4,1694.3,1272.4,7309.1,1464.5,222.9,14.7,0.1,15.2,3.0,925.1,4.6,9
Sharurah - TVTC,17.47586,47.08618,10-01-2020,0.08349989334808999,0.5,35.0,4.0,0.3842790428068014,0.1,1.7,2557.729545,1365.0,361.4,313.7,8286.2,1775.4,824.0,6800.6,1376.5,255.1,18.4,0.1,17.3,3.0,930.4,4.7,10
Sharurah - TVTC,17.47586,47.08618,11-01-2020,-0.2988554249744963,0.5,56.0,4.0,0.7234529553719264,0.1,1.5,2557.729545,1054.2,232.8,161.8,8351.0,1790.3,596.0,5977.3,1266.3,334.3,11.5,0.1,26.4,3.0,932.6,4.7,11
Sharurah - TVTC,17.47586,47.08618,12-01-2020,-0.8953297215577313,0.5,58.0,4.0,0.8082464335132072,0.1,1.6,2557.729545,1098.5,272.8,325.4,7951.0,1717.4,839.1,5510.5,1089.6,129.5,13.9,0.1,35.8,3.0,934.1,4.7,12
Sharurah - TVTC,17.47586,47.08618,01-01-2021,-1.1094486998183792,0.5,54.0,4.0,0.7234529553719264,0.1,1.4,2557.729545,1163.1,274.2,530.5,8247.4,1832.5,1315.5,5912.8,1217.1,318.8,14.1,0.1,26.6,3.0,934.3,4.7,1
Sharurah - TVTC,17.47586,47.08618,02-01-2021,-0.6353281050983727,0.5,52.0,4.0,1.2322138242196132,0.1,1.6,2557.729545,1854.5,651.1,819.1,6918.3,1790.5,2282.7,6299.1,1299.1,707.1,14.7,0.1,25.7,3.0,932.3,4.7,2
Sharurah - TVTC,17.47586,47.08618,03-01-2021,0.09879410608099311,0.5,99.0,4.0,1.062626867937051,0.1,1.4,2557.729545,1970.8,691.2,844.8,7876.3,1856.1,1674.8,7471.9,1497.6,321.5,16.5,0.1,16.1,3.0,930.2,4.7,3
Sharurah - TVTC,17.47586,47.08618,04-01-2021,0.4658552116706763,0.5,75.0,3.7,1.1474203460783323,0.1,1.6,2557.729545,2565.5,718.0,742.1,6611.2,1719.0,1550.4,7598.6,1559.2,499.9,17.9,0.1,19.5,3.0,929.0,4.6,4
Sharurah - TVTC,17.47586,47.08618,05-01-2021,1.1235063591855243,0.5,86.0,3.7,1.062626867937051,0.1,1.7,2557.729545,2769.7,747.3,753.6,6458.4,1594.0,1785.8,7702.5,1558.6,548.2,16.3,0.1,13.7,3.0,925.9,4.6,5
Sharurah - TVTC,17.47586,47.08618,07-01-2021,1.1999774228500415,0.5,210.0,4.0,1.4865942586434564,0.1,2.6,2557.729545,3336.1,917.5,803.4,4290.0,1462.8,2453.2,6678.1,1529.8,1404.5,26.4,0.1,27.5,3.0,920.1,4.6,7
Sharurah - TVTC,17.47586,47.08618,08-01-2021,1.4752732520423042,0.5,40.0,4.0,1.4865942586434564,0.1,2.0,2557.729545,3060.8,270.1,909.8,5235.1,411.0,1800.2,7125.3,443.5,444.0,19.5,0.1,17.9,3.0,922.0,4.6,8
Sharurah - TVTC,17.47586,47.08618,09-01-2021,1.0623295082539106,0.5,29.0,4.0,0.8930399116544885,0.1,1.6,2557.729545,2545.6,730.5,623.3,6044.4,1630.1,1347.5,7019.1,1422.1,319.7,13.9,0.1,15.1,3.0,924.5,4.6,9
Sharurah - TVTC,17.47586,47.08618,10-01-2021,0.4352667862048689,0.5,46.0,4.0,0.8082464335132072,0.1,1.9,2557.729545,1702.3,154.5,599.8,7160.0,569.3,1584.4,6476.5,431.9,432.1,16.3,0.1,21.6,3.0,929.7,4.7,10
Sharurah - TVTC,17.47586,47.08618,11-01-2021,-0.2988554249744963,0.5,56.0,4.0,0.6386594772306452,0.1,1.5,2557.729545,1249.5,85.1,148.3,7711.1,488.9,433.5,5876.1,359.9,250.4,12.0,0.1,24.9,3.0,932.5,4.7,11
Sharurah - TVTC,17.47586,47.08618,12-01-2021,-0.925918147023538,0.5,53.0,4.0,0.12989860838295808,0.1,1.5,2557.729545,1039.4,88.9,498.9,8066.4,535.6,1637.1,5491.3,332.5,377.0,10.4,0.1,32.6,3.0,933.9,4.7,12
Madinah - Taibah University,24.4846,39.5418,01-01-2017,-0.9565065724893448,0.5,222.0,4.0,0.21469208652423932,0.1,1.5,2557.729545,1233.5,345.6,412.1,5525.1,1370.9,1381.7,4222.1,899.5,387.2,15.2,0.1,29.3,3.0,942.8,4.7,1
Madinah - Taibah University,24.4846,39.5418,02-01-2017,-1.231802401681607,0.5,167.0,4.0,0.8930399116544885,0.1,1.4,2557.729545,1754.9,516.7,634.1,5120.1,1562.0,1832.6,4885.0,1061.9,502.5,13.1,0.1,26.1,3.0,943.0,4.7,2
Madinah - Taibah University,24.4846,39.5418,03-01-2017,-0.3600322759061104,0.5,281.0,4.0,0.3842790428068014,0.1,1.6,2557.729545,2255.1,648.4,850.3,4567.7,1450.0,2182.2,5364.2,1231.1,702.6,18.4,0.1,22.9,3.0,938.5,4.7,3
Madinah - Taibah University,24.4846,39.5418,04-01-2017,0.6187973389997108,0.5,269.0,4.0,0.8082464335132072,0.1,1.8,2557.729545,2710.5,649.8,655.1,4359.3,1465.4,1730.4,6008.7,1339.1,837.6,18.4,0.1,14.2,3.0,938.7,4.7,4
Madinah - Taibah University,24.4846,39.5418,05-01-2017,0.9858584445893934,0.5,283.0,4.0,0.7234529553719264,0.1,1.8,2557.729545,2688.4,627.9,544.8,4873.5,1383.0,1862.6,6402.0,1372.5,1080.4,19.2,0.1,16.9,3.0,937.3,4.7,5
Madinah - Taibah University,24.4846,39.5418,09-01-2017,1.4752732520423042,0.5,268.0,4.0,0.29948556466552056,0.1,1.6,2557.729545,2421.1,285.8,488.8,5438.2,497.1,1283.2,6414.2,588.9,444.0,20.2,0.1,10.7,3.0,936.4,4.7,9
Madinah - Taibah University,24.4846,39.5418,10-01-2017,0.7564452535958416,0.5,276.0,3.7,-0.12448182604088529,0.0,1.2,2557.729545,1478.9,86.9,180.5,6881.4,369.8,609.1,5871.0,310.2,375.1,13.1,0.1,14.9,3.0,939.1,4.7,10
Madinah - Taibah University,24.4846,39.5418,11-01-2017,-0.19179593584417223,0.5,195.0,4.0,-0.20927530418216653,0.0,1.1,2557.729545,1559.4,92.9,351.4,5081.5,433.1,1539.0,4467.8,280.1,638.6,13.6,0.1,31.9,3.0,941.1,4.7,11
Madinah - Taibah University,24.4846,39.5418,03-01-2018,0.1293825315467999,0.5,262.0,4.0,-0.2940687823234478,0.0,1.2,2557.729545,1970.9,92.0,705.2,6658.6,321.4,1856.9,6500.1,250.9,566.5,14.9,0.1,17.7,3.0,939.6,4.7,3
Madinah - Taibah University,24.4846,39.5418,04-01-2018,0.2823246588758344,0.5,266.0,4.0,0.12989860838295808,0.0,1.3,2557.729545,2356.2,104.2,787.7,6789.1,269.6,2093.9,7350.0,229.3,710.6,15.5,0.1,17.9,3.0,937.0,4.7,4
Madinah - Taibah University,24.4846,39.5418,05-01-2018,0.9705642318564898,0.5,291.0,4.0,0.29948556466552056,0.1,1.4,2557.729545,3111.0,153.5,776.4,5224.7,228.1,2205.1,7147.6,279.2,892.0,17.1,0.1,14.6,3.0,936.4,4.7,5
Madinah - Taibah University,24.4846,39.5418,06-01-2018,1.536450102973918,0.5,305.0,4.0,0.3842790428068014,0.1,1.5,2557.729545,2342.5,183.9,761.9,7021.4,676.9,1960.1,7666.6,666.8,708.1,18.6,0.1,9.8,3.0,934.3,4.7,6
Madinah - Taibah University,24.4846,39.5418,07-01-2018,1.536450102973918,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,2512.4,235.2,906.3,6571.0,597.5,2126.5,7518.9,539.2,602.0,12.8990172,3.725552826,15.1,3.0,931.7,4.6,7
Madinah - Taibah University,24.4846,39.5418,08-01-2018,1.6282153793713388,0.5,174.5859951,3.462407862,1.419212035743354e-10,0.057002457,1.426658477,2557.729545,1992.7,190.9,541.6,7113.6,584.3,1473.8,7271.9,539.6,480.6,12.8990172,3.725552826,16.8,3.0,932.0,4.7,8
Madinah - Taibah University,24.4846,39.5418,12-01-2018,-0.9870949979551517,0.5,141.0,4.0,-0.46365573860601006,0.0,1.0,2557.729545,1306.6,306.6,451.6,5278.1,1045.7,2042.5,4058.1,765.0,603.7,10.1,0.1,43.9,3.0,943.0,4.7,12
Madinah - Taibah University,24.4846,39.5418,01-01-2019,-1.0482718488867657,0.5,264.0,4.0,-0.2940687823234478,0.0,1.2,2557.729545,1825.2,76.5,498.0,3850.2,219.3,2041.0,3951.3,159.8,786.7,12.8,0.1,43.2,3.0,942.5,4.7,1
