Site,Latitude,Longitude,Date,Air Temperature (C°),Air Temperature Uncertainty (C°),Wind Direction at 3m (°N),Wind Direction at 3m Uncertainty (°N),Wind Speed at 3m (m/s),Wind Speed at 3m Uncertainty (m/s),Wind Speed at 3m (std dev) (m/s),DHI (Wh/m2),DHI Uncertainty (Wh/m2),Standard Deviation DHI (Wh/m2),DNI (Wh/m2),DNI Uncertainty (Wh/m2),Standard Deviation DNI (Wh/m2),GHI (Wh/m2),GHI Uncertainty (Wh/m2),Standard Deviation GHI (Wh/m2),Peak Wind Speed at 3m (m/s),Peak Wind Speed at 3m Uncertainty (m/s),Relative Humidity (%),Relative Humidity Uncertainty (%),Barometric Pressure (mB (hPa equiv)),Barometric Pressure Uncertainty (mB (hPa equiv)),Unnamed: 26,Day of Year
Al Baha - University,20.1794,41.6357,05-01-2019,-0.4517975523035308,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2730.5,769.9,680.1,4082.4,1222.5,1702.6,5895.8,1361.4,870.3,0.0,0.0,34.4,3.0,834.7,4.2,5
Al Baha - University,20.1794,41.6357,06-01-2019,0.3129130843416418,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2752.9,681.9,418.1,4397.7,1139.0,1450.2,6252.5,1370.9,884.4,0.0,0.0,18.4,3.0,833.2,4.2,6
Al Baha - University,20.1794,41.6357,07-01-2019,0.4352667862048689,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2950.1,108.9,556.3,4929.2,230.4,1530.2,6914.6,227.2,713.1,0.0,0.0,16.4,3.0,831.3,4.2,7
Al Baha - University,20.1794,41.6357,08-01-2019,0.11408831881389678,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2624.2,90.5,561.1,4751.7,195.0,1721.6,6362.0,207.8,1009.0,0.0,0.0,28.3,3.0,832.4,4.2,8
Al Baha - University,20.1794,41.6357,09-01-2019,0.20585359521131716,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,2286.3,121.8,591.6,6008.3,226.9,1783.1,6709.8,230.2,727.1,0.0,0.0,17.1,3.0,833.5,4.2,9
Al Baha - University,20.1794,41.6357,10-01-2019,-0.48238597776933817,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,1698.9,75.4,417.1,6532.6,224.0,1295.0,6017.5,217.0,546.0,0.0,0.0,27.1,3.0,835.5,4.2,10
Al Baha - University,20.1794,41.6357,11-01-2019,-1.1859197634828966,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,1546.0,65.0,419.7,5047.1,249.3,2571.2,4554.2,191.0,1374.0,0.0,0.0,47.2,3.1,835.2,4.3,11
Al Baha - University,20.1794,41.6357,12-01-2019,-1.5070982308738692,0.5,0.0,0.0,-1.989938345149071,0.0,0.0,2557.729545,1302.9,46.1,402.6,6612.5,225.4,1685.1,4915.2,146.9,501.4,0.0,0.0,49.4,3.0,835.6,4.2,12
Al Baha - University,20.1794,41.6357,01-01-2020,-1.8129824855319383,0.5,185.0,3.7,-1.6507644325839466,0.0,1.1,2557.729545,1087.9,322.2,569.1,7888.5,1769.3,1980.9,5450.1,1085.0,556.7,11.5,0.0,41.3,3.0,835.8,4.2,1
Al Baha - University,20.1794,41.6357,02-01-2020,-1.3541561035448348,0.5,198.0,4.0,0.8082464335132072,0.1,2.2,2557.729545,1902.6,602.2,618.0,6379.0,1666.7,1569.2,5930.5,1269.9,614.8,18.9,0.1,39.4,3.0,835.8,4.2,2
Al Baha - University,20.1794,41.6357,03-01-2020,-1.0482718488867657,0.5,209.0,4.0,0.6386594772306452,0.1,2.0,2557.729545,2099.5,552.9,693.4,6879.2,1639.2,1775.1,6950.0,1427.5,603.0,17.6,0.1,34.0,3.0,833.9,4.2,3
Al Baha - University,20.1794,41.6357,04-01-2020,-0.6506223178312758,0.6,213.0,4.7,0.553865999089364,0.1,1.7,2557.729545,2117.6,779.7,814.8,6560.4,2111.7,2699.9,6931.5,1826.0,1226.4,15.7,0.1,37.2,3.5,834.1,4.9,4
Al Baha - University,20.1794,41.6357,09-01-2020,0.08349989334808999,0.5,73.0,4.0,0.21469208652423932,0.1,1.6,2557.729545,2028.7,628.9,579.0,6740.8,1616.4,1850.8,6908.0,1429.6,719.3,16.0,0.1,16.0,3.0,833.4,4.2,9
Al Baha - University,20.1794,41.6357,10-01-2020,-0.6353281050983727,0.5,89.0,4.0,0.12989860838295808,0.1,1.5,2557.729545,1150.5,319.5,284.6,8582.6,1768.3,976.7,6661.9,1313.0,380.5,13.3,0.1,15.4,3.0,835.9,4.2,10
Al Baha - University,20.1794,41.6357,11-01-2020,-1.032977636153862,0.5,174.0,4.0,-0.20927530418216653,0.0,1.4,2557.729545,1240.5,452.5,496.0,6777.1,1720.8,2370.1,5160.2,1177.4,953.7,12.5,0.1,38.4,3.0,836.0,4.2,11
Al Baha - University,20.1794,41.6357,12-01-2020,-1.430627167209352,0.5,183.0,4.0,-0.12448182604088529,0.1,1.5,2557.729545,1066.2,297.2,302.6,7527.1,1658.6,1165.1,5136.3,1029.6,308.8,12.5,0.1,43.2,3.0,836.0,4.2,12
Al Baha - University,20.1794,41.6357,01-01-2021,-1.629451932737097,0.5,163.0,4.0,-0.03968834789960441,0.1,1.7,2557.729545,1257.3,357.2,522.8,7177.5,1674.7,1834.7,5303.7,1102.7,577.2,14.7,0.1,37.8,3.0,835.7,4.2,1
Al Baha - University,20.1794,41.6357,02-01-2021,-1.4459213799422552,0.5,187.0,4.0,0.7234529553719264,0.1,2.2,2557.729545,1576.4,464.1,549.4,6719.2,1687.3,1993.8,5788.4,1200.6,721.3,17.6,0.1,39.8,3.0,834.9,4.2,2
Al Baha - University,20.1794,41.6357,09-01-2021,0.11408831881389678,0.5,71.0,3.7,0.29948556466552056,0.1,1.7,2557.729545,2401.5,707.7,654.8,5279.2,1392.1,1581.6,6325.3,1399.3,677.8,15.5,0.1,18.5,3.0,833.0,4.1,9
Al Baha - University,20.1794,41.6357,10-01-2021,-0.46709176503643446,0.5,98.0,3.7,0.3842790428068014,0.1,1.9,2557.729545,1513.4,79.4,523.3,7088.0,273.1,1798.2,6161.8,229.1,714.1,15.5,0.1,21.0,3.0,835.9,4.2,10
Al Baha - University,20.1794,41.6357,11-01-2021,-1.032977636153862,0.5,145.0,4.0,-0.12448182604088529,0.0,1.5,2557.729545,1123.8,53.1,312.8,7609.0,311.6,1029.8,5526.5,225.6,403.4,14.9,0.1,30.8,3.0,836.0,4.2,11
Al Baha - University,20.1794,41.6357,12-01-2021,-1.4459213799422552,0.5,174.0,4.0,0.04510513024167684,0.1,1.7,2557.729545,989.7,38.0,344.8,7569.3,254.2,1752.4,5053.8,158.3,719.3,16.3,0.1,35.9,3.0,836.1,4.2,12
Al Uwayqilah,30.327166,42.253735,04-01-2021,-0.3294438504403036,0.5,311.0,4.0,1.3170073023608944,0.1,2.3,2557.729545,2497.5,226.0,1053.4,6127.0,546.7,2366.7,6817.4,430.3,526.5,24.8,0.1,19.4,3.0,963.8,4.8,4
Al Uwayqilah,30.327166,42.253735,10-01-2021,-0.06944223398094453,0.5,70.0,4.0,0.7234529553719264,0.1,1.7,2557.729545,1705.0,443.6,460.8,5423.6,1310.7,1277.8,4938.5,1012.5,382.6,12.5,0.1,22.2,3.0,963.8,4.8,10
Al Uwayqilah,30.327166,42.253735,11-01-2021,-1.4000387417435451,0.5,334.0,4.0,0.6386594772306452,0.1,1.6,2557.729545,1358.3,442.8,550.8,4998.1,1483.9,2109.7,3868.8,880.4,545.5,13.3,0.1,37.7,3.0,967.4,4.9,11
Al Uwayqilah,30.327166,42.253735,12-01-2021,-2.1953378038545246,0.5,249.0,4.0,0.46907252094808266,0.1,1.8,2557.729545,1420.0,407.6,504.1,3801.5,1324.0,2196.2,3175.3,716.2,568.7,13.1,0.1,47.4,3.0,968.6,4.9,12
Arar - TVTC,31.027395,40.906419,01-01-2017,-2.8988715895680834,0.5,349.0,4.0,0.3842790428068014,0.1,2.4,2557.729545,1302.8,356.8,498.1,4734.2,1373.1,2294.8,3512.9,825.9,707.3,17.9,0.1,50.1,3.0,952.2,4.8,1
Arar - TVTC,31.027395,40.906419,02-01-2017,-2.7612236749719523,0.5,11.0,4.0,0.8930399116544885,0.1,2.4,2557.729545,1425.7,420.9,509.8,5677.6,1733.4,1666.4,4507.6,1079.2,426.5,17.1,0.1,27.3,3.0,952.7,4.8,2
Arar - TVTC,31.027395,40.906419,03-01-2017,-1.6600403582029037,0.5,45.0,4.0,1.4865942586434564,0.1,2.6,2557.729545,2247.0,657.8,956.2,5276.1,1633.1,2776.6,5568.1,1210.8,1091.4,22.9,0.1,41.1,3.0,946.8,4.8,3
Arar - TVTC,31.027395,40.906419,04-01-2017,-0.818858657893214,0.5,29.0,4.0,1.4018007805021757,0.1,2.2,2557.729545,2775.9,787.5,969.9,4632.1,1725.8,2930.5,6069.7,1403.2,1337.0,21.3,0.1,26.0,3.0,947.9,4.8,4
Arar - TVTC,31.027395,40.906419,05-01-2017,0.20585359521131716,0.5,304.0,4.0,1.4865942586434564,0.1,2.1,2557.729545,2414.8,791.8,793.5,6512.4,1706.9,2049.9,7301.0,1493.9,494.9,24.2,0.1,15.7,3.0,944.8,4.7,5
Arar - TVTC,31.027395,40.906419,06-01-2017,0.8635047427261662,0.5,311.0,4.0,1.062626867937051,0.1,1.9,2557.729545,2103.821875,394.7862069,753.3756466,5305.225564,969.9230934,1907.256391,5670.223118,831.2711828,624.7848387,15.2,0.1,12.2,3.0,942.2,4.8,6
Arar - TVTC,31.027395,40.906419,11-01-2017,-1.5835692945383866,0.5,55.0,4.0,0.8082464335132072,0.1,2.0,2557.729545,1737.8,651.0,693.0,4327.1,1413.1,2157.0,3901.3,854.6,544.2,20.5,0.1,40.2,3.0,950.5,4.8,11
Arar - TVTC,31.027395,40.906419,03-01-2018,-0.9870949979551517,0.5,286.0,4.0,1.062626867937051,0.1,2.3,2557.729545,2377.8,112.1,929.2,5717.1,222.7,2399.1,6026.1,190.1,606.2,17.6,0.1,23.7,3.0,947.5,4.8,3
Arar - TVTC,31.027395,40.906419,04-01-2018,-0.7729760196945035,0.5,341.0,4.0,1.3170073023608944,0.1,2.5,2557.729545,2498.6,133.8,994.2,6174.8,277.7,2998.3,6818.8,221.4,1217.7,24.2,0.1,27.2,3.0,945.0,4.7,4
Arar - TVTC,31.027395,40.906419,05-01-2018,0.037617255149379525,0.5,351.0,4.0,1.6561812149260189,0.1,2.6,2557.729545,2895.7,135.6,1134.4,5711.9,267.7,3282.2,7092.7,220.3,1573.8,24.5,0.1,25.5,3.0,944.0,4.7,5
Arar - TVTC,31.027395,40.906419,06-01-2018,0.7564452535958416,0.5,324.0,4.0,1.8257681712085816,0.1,2.1,2557.729545,2239.0,86.5,637.3,8282.5,279.0,1489.6,8380.7,243.4,360.1,17.1,0.1,15.4,3.0,941.4,4.7,6
Arar - TVTC,31.027395,40.906419,07-01-2018,1.001152657322297,0.5,307.0,3.7,1.7409746930673007,0.1,2.0,2557.729545,1892.3,76.8,548.3,8928.8,277.7,1068.2,8347.3,261.7,180.0,16.3,0.1,15.0,3.0,939.0,4.7,7
Arar - TVTC,31.027395,40.906419,08-01-2018,0.9399758063906835,0.5,303.0,4.2,1.3170073023608944,0.1,1.8,2557.729545,1359.3,80.1,327.8,9382.7,436.7,945.3,7877.4,389.8,341.3,17.6,0.1,17.0,3.2,940.1,5.0,8
Arar - TVTC,31.027395,40.906419,11-01-2018,-1.8894535491964555,0.5,88.0,4.0,0.21469208652423932,0.1,2.0,2557.729545,1513.2,58.9,527.1,3155.0,180.3,2446.9,3071.3,110.9,1086.1,17.9,0.1,75.0,3.0,950.6,4.8,11
Arar - TVTC,31.027395,40.906419,12-01-2018,-2.348279931183559,0.5,261.0,4.0,0.29948556466552056,0.1,2.1,2557.729545,1226.3,44.9,525.9,4918.7,201.9,2589.2,3390.0,98.4,631.4,17.1,0.1,66.5,3.0,951.8,4.8,12
Arar - TVTC,31.027395,40.906419,01-01-2019,-2.7306352495061454,0.5,241.0,4.0,1.1474203460783323,0.1,2.9,2557.729545,1518.7,51.4,468.2,4083.5,194.4,2361.6,3484.3,109.9,927.6,23.7,0.1,55.5,3.0,950.5,4.8,1
Arar - TVTC,31.027395,40.906419,02-01-2019,-2.4247509948480763,0.5,321.0,4.0,0.7234529553719264,0.1,2.5,2557.729545,1491.0,64.2,606.9,6024.6,240.1,2310.5,4767.2,138.7,788.0,18.4,0.1,54.4,3.0,950.6,4.8,2
Arar - TVTC,31.027395,40.906419,03-01-2019,-1.9353361873951658,0.5,301.0,4.0,1.6561812149260189,0.1,2.8,2557.729545,1759.4,87.9,839.5,6874.0,252.0,2720.5,5977.9,180.7,990.7,23.5,0.1,38.3,3.0,947.3,4.8,3
Arar - TVTC,31.027395,40.906419,04-01-2019,-1.1706255507499934,0.5,335.0,4.0,1.2322138242196132,0.1,2.7,2557.729545,2353.1,612.7,847.0,6130.7,1334.5,2338.2,6677.9,1185.5,876.7,21.0,0.1,33.3,3.0,946.8,4.8,4
Arar - TVTC,31.027395,40.906419,05-01-2019,0.37408993527325535,0.5,24.0,4.0,1.4865942586434564,0.1,2.4,2557.729545,2436.9,664.6,682.0,6413.1,1878.3,1896.7,7228.4,1525.2,679.1,21.3,0.1,13.8,3.0,944.8,4.7,5
Arar - TVTC,31.027395,40.906419,06-01-2019,1.0317410827881033,0.5,324.0,4.0,1.7409746930673007,0.1,2.5,2557.729545,2142.5,735.3,753.0,7696.6,1868.1,1814.3,7792.8,1590.2,546.6,23.5,0.1,13.0,3.0,941.8,4.7,6
Arar - TVTC,31.027395,40.906419,07-01-2019,1.047035295521007,0.5,315.0,4.0,1.4018007805021757,0.1,1.9,2557.729545,1512.2,107.9,498.3,9517.0,718.7,1194.6,8295.1,625.2,362.2,16.5,0.1,13.0,3.0,939.1,4.7,7
Arar - TVTC,31.027395,40.906419,08-01-2019,1.092917933719718,0.5,295.0,4.0,1.9105616493498623,0.1,2.1,2557.729545,1847.9,79.9,536.4,7884.0,387.4,1379.7,7449.2,351.4,415.8,17.9,0.1,14.7,3.0,939.9,4.7,8
Arar - TVTC,31.027395,40.906419,09-01-2019,0.7258568281300348,0.5,11.0,4.0,0.9778333897957698,0.1,1.8,2557.729545,1730.1,56.9,393.2,7316.8,250.9,1164.5,6579.7,197.7,412.2,12.8,0.1,16.0,3.0,943.2,4.7,9
Arar - TVTC,31.027395,40.906419,10-01-2019,-0.17650172311126913,0.5,35.0,4.1,0.8082464335132072,0.1,2.2,2557.729545,1919.6,79.1,544.2,4585.6,224.1,2040.2,4677.5,183.5,943.1,20.8,0.1,33.3,3.2,947.2,5.0,10
Arar - TVTC,31.027395,40.906419,11-01-2019,-1.64474614547,0.5,57.0,4.0,0.8082464335132072,0.1,2.2,2557.729545,1386.6,53.4,458.3,5025.0,233.3,2273.9,3861.5,124.5,736.2,13.1,0.1,42.8,3.0,950.9,4.8,11
Arar - TVTC,31.027395,40.906419,12-01-2019,-2.4094567821151727,0.5,298.0,4.0,0.29948556466552056,0.1,2.3,2557.729545,1018.9,40.3,383.0,5810.8,220.3,2081.4,3586.5,113.7,526.0,19.7,0.1,52.7,3.0,950.5,4.8,12
Arar - TVTC,31.027395,40.906419,12-01-2020,-2.4400452075809795,0.5,111.0,3.7,-0.12448182604088529,0.1,2.1,2557.729545,1135.5,276.9,361.1,4234.8,1311.9,2436.8,3033.7,715.0,1034.1,13.1,0.1,60.2,3.0,952.3,4.7,12
Arar - TVTC,31.027395,40.906419,01-01-2021,-2.562398909444207,0.5,300.0,3.7,0.21469208652423932,0.1,2.5,2557.729545,1205.0,340.5,486.5,5599.4,1568.7,2450.3,3818.0,870.9,752.3,17.6,0.1,45.0,3.0,952.5,4.7,1
Arar - TVTC,31.027395,40.906419,02-01-2021,-2.180043591121621,0.5,41.0,3.7,1.4018007805021757,0.1,2.6,2557.729545,1431.8,536.0,711.6,5623.1,1678.9,3013.7,4494.1,1100.0,1366.9,17.3,0.1,47.6,3.0,950.9,4.7,2
Arar - TVTC,31.027395,40.906419,03-01-2021,-1.4459213799422552,0.5,288.0,4.0,1.3170073023608944,0.1,3.0,2557.729545,2035.0,663.4,962.9,6328.9,1845.9,2953.5,6031.2,1355.5,1101.1,28.5,0.1,26.8,3.0,947.7,4.8,3
Arar - TVTC,31.027395,40.906419,04-01-2021,-0.49768019050224127,0.5,325.0,3.7,0.9778333897957698,0.1,2.5,2557.729545,2373.1,798.3,1147.2,6738.1,1915.1,2931.0,7221.9,1489.0,787.0,24.8,0.1,16.2,3.0,947.8,4.7,4
Arar - TVTC,31.027395,40.906419,05-01-2021,0.4811494244035794,0.5,323.0,4.0,1.2322138242196132,0.1,2.4,2557.729545,2280.7,379.7,887.3,7801.8,1483.1,2455.1,7981.5,1351.8,867.8,22.4,0.1,11.4,3.0,943.1,4.7,5
Arar - TVTC,31.027395,40.906419,07-01-2021,1.3223311247132699,0.5,320.0,3.7,1.4865942586434564,0.1,2.1,2557.729545,1694.9,412.9,414.9,9161.6,1947.7,1157.9,8315.8,1637.2,329.1,14.1,0.1,12.6,2.9,938.1,4.7,7
Arar - TVTC,31.027395,40.906419,08-01-2021,1.2152716355829452,0.5,302.0,3.7,0.8930399116544885,0.1,2.0,2557.729545,2103.821875,394.7862069,753.3756466,5305.225564,969.9230934,1907.256391,5670.223118,831.2711828,624.7848387,16.0,0.1,11.5,3.0,940.3,4.7,8
Arar - TVTC,31.027395,40.906419,09-01-2021,0.49644363713648304,0.5,329.0,3.7,0.21469208652423932,0.1,2.1,2557.729545,1476.5,418.6,445.2,7933.3,1770.1,956.8,6632.8,1396.9,298.7,14.9,0.1,17.3,3.0,943.7,4.7,9
Arar - TVTC,31.027395,40.906419,10-01-2021,-0.2682669995086895,0.5,79.0,4.0,0.12989860838295808,0.1,2.6,2557.729545,1552.1,69.7,427.3,6211.4,293.4,1354.9,5192.8,230.2,492.0,13.3,0.1,19.4,3.0,947.9,4.8,10
Arar - TVTC,31.027395,40.906419,11-01-2021,-1.5070982308738692,0.5,55.0,4.0,-0.5484492167472913,0.1,2.1,2557.729545,1242.6,58.3,469.1,5412.9,270.1,2394.1,3895.1,155.7,805.9,14.9,0.1,35.3,3.0,950.9,4.8,11
Arar - TVTC,31.027395,40.906419,12-01-2021,-2.3635741439164626,0.5,283.0,4.0,-0.03968834789960441,0.1,2.4,2557.729545,1379.0,80.1,545.8,4174.4,256.6,2381.3,3266.2,132.1,549.3,17.6,0.1,43.8,3.0,951.7,4.8,12
Hail - TVTC,27.65261,41.70826,01-01-2017,-2.271808867519042,0.5,173.0,4.0,0.8930399116544885,0.1,1.8,2557.729545,1329.8,353.0,441.4,5620.2,1430.9,2059.2,4169.5,903.2,625.1,14.4,0.1,35.6,3.0,912.4,4.6,1
Hail - TVTC,27.65261,41.70826,02-01-2017,-2.48592784577969,0.5,164.0,4.0,0.9778333897957698,0.1,1.7,2557.729545,1599.7,467.2,614.3,6100.3,1698.9,2315.3,5086.2,1104.5,890.5,14.7,0.1,28.4,3.0,912.7,4.6,2
Hail - TVTC,27.65261,41.70826,03-01-2017,-1.3694503162777378,0.5,204.0,4.0,1.2322138242196132,0.1,2.2,2557.729545,2366.2,651.4,805.7,4584.1,1502.2,2325.4,5446.5,1198.4,808.5,17.1,0.1,28.3,3.0,908.3,4.6,3
Hail - TVTC,27.65261,41.70826,04-01-2017,-0.48238597776933817,0.5,175.0,4.0,1.4018007805021757,0.1,2.2,2557.729545,2984.1,793.9,778.6,3896.2,1507.5,2222.2,5863.9,1416.4,930.5,19.5,0.1,20.2,3.0,909.6,4.6,4
Hail - TVTC,27.65261,41.70826,05-01-2017,0.29761887160873807,0.5,146.0,4.0,0.8930399116544885,0.1,1.9,2557.729545,3023.5,730.6,804.9,4219.2,1573.4,2123.1,6227.4,1497.0,1122.1,26.1,0.1,14.9,3.0,907.7,4.6,5
Hail - TVTC,27.65261,41.70826,09-01-2017,0.8482105299932625,0.5,189.0,3.7,0.553865999089364,0.1,1.6,2557.729545,2359.7,188.9,529.1,5922.3,485.0,1459.0,6546.0,484.2,498.8,14.7,0.1,9.2,3.0,907.7,4.5,9
Hail - TVTC,27.65261,41.70826,10-01-2017,-0.038853808515137735,0.5,238.0,3.7,0.6386594772306452,0.1,1.8,2557.729545,1668.9,287.7,487.2,6630.7,1154.2,1526.1,5714.3,859.0,528.5,16.8,0.1,14.4,3.0,909.5,4.5,10
Hail - TVTC,27.65261,41.70826,11-01-2017,-1.2165081889487033,0.5,220.0,4.0,0.9778333897957698,0.1,1.8,2557.729545,1758.8,483.3,465.8,4498.5,1401.6,1916.2,4206.8,940.8,727.6,13.6,0.1,37.9,3.0,911.7,4.6,11
Hail - TVTC,27.65261,41.70826,03-01-2018,-0.71179916876289,0.5,246.0,4.0,0.9778333897957698,0.1,1.9,2557.729545,2453.4,104.6,766.3,5651.8,250.0,2121.9,6241.9,197.1,784.2,17.9,0.1,19.7,3.0,909.8,4.6,3
Hail - TVTC,27.65261,41.70826,04-01-2018,-0.7270933814957931,0.5,242.0,3.7,1.1474203460783323,0.1,2.1,2557.729545,2866.1,113.8,778.6,5310.2,294.2,2406.3,6813.9,287.5,1089.7,25.3,0.1,31.2,3.0,907.1,4.5,4
Hail - TVTC,27.65261,41.70826,05-01-2018,0.1293825315467999,0.5,313.0,4.0,0.9778333897957698,0.1,2.0,2557.729545,3265.7,129.1,772.6,4853.3,248.3,2496.0,6997.7,249.8,1183.0,20.0,0.1,19.1,3.0,907.0,4.5,5
Hail - TVTC,27.65261,41.70826,06-01-2018,0.8482105299932625,0.5,56.0,4.0,0.7234529553719264,0.1,1.7,2557.729545,2404.7,127.4,869.3,7785.7,298.1,2051.8,8237.7,455.4,544.7,17.3,0.1,11.1,3.0,904.9,4.5,6
Hail - TVTC,27.65261,41.70826,07-01-2018,0.9858584445893934,0.5,58.0,3.7,0.553865999089364,0.1,1.5,2557.729545,2293.6,82.9,619.6,7876.0,273.0,1363.6,8175.3,5249.6,320.0,13.6,0.1,11.3,3.0,903.1,4.5,7
Hail - TVTC,27.65261,41.70826,08-01-2018,0.8940931681919725,0.5,65.0,3.7,0.6386594772306452,0.1,1.5,2557.729545,2103.821875,394.7862069,753.3756466,5305.225564,969.9230934,1907.256391,5670.223118,831.2711828,624.7848387,12.8,0.1,13.3,3.0,904.3,4.5,8
Hail - TVTC,27.65261,41.70826,09-01-2018,1.001152657322297,0.6,207.0,4.3,0.29948556466552056,0.1,1.5,2557.729545,2592.3,336.0,523.8,5069.1,931.9,1353.8,6236.9,883.1,543.7,16.3,0.1,10.2,3.5,907.7,5.2,9
Hail - TVTC,27.65261,41.70826,11-01-2018,-1.6906287836687106,0.5,236.0,3.7,0.8930399116544885,0.1,1.8,2557.729545,1609.1,55.0,414.3,3496.3,194.4,2498.5,3453.8,129.7,1128.2,14.1,0.1,67.2,3.0,912.0,4.5,11
Hail - TVTC,27.65261,41.70826,12-01-2018,-1.9659246128609729,0.5,268.0,4.0,1.1474203460783323,0.1,1.9,2557.729545,1358.8,48.5,441.3,5098.9,182.9,1991.5,3842.0,114.3,549.1,14.7,0.1,52.8,3.0,913.2,4.6,12
Hail - TVTC,27.65261,41.70826,01-01-2019,-2.011807251059683,0.5,286.0,3.7,1.062626867937051,0.1,1.9,2557.729545,1815.2,72.7,587.9,3568.0,229.5,2573.0,3652.9,142.3,1022.1,14.7,0.1,39.3,3.0,911.7,4.5,1
Hail - TVTC,27.65261,41.70826,02-01-2019,-2.0729841019912967,0.5,263.0,4.0,0.9778333897957698,0.1,1.9,2557.729545,1713.1,68.0,586.1,5424.7,231.7,2946.4,4848.6,165.9,1274.8,16.8,0.1,41.7,3.0,911.5,4.6,2
Hail - TVTC,27.65261,41.70826,03-01-2019,-1.705922996401614,0.5,353.0,4.0,1.1474203460783323,0.1,2.2,2557.729545,1872.9,106.1,895.2,7074.5,312.4,2811.8,6418.6,237.1,892.7,22.6,0.1,27.6,3.0,909.2,4.6,3
Hail - TVTC,27.65261,41.70826,04-01-2019,-0.9718007852222484,0.5,324.0,4.0,0.9778333897957698,0.1,1.8,2557.729545,2247.6,525.0,800.5,6405.1,1234.1,2643.2,6834.9,1162.8,1297.5,18.6,0.1,23.6,3.0,908.6,4.6,4
Hail - TVTC,27.65261,41.70826,05-01-2019,0.34350150980744854,0.5,259.0,4.0,0.9778333897957698,0.1,1.9,2557.729545,2655.1,658.7,570.5,5407.0,1485.7,1716.7,6724.6,1504.0,921.9,21.6,0.1,14.8,3.0,907.8,4.6,5
Hail - TVTC,27.65261,41.70826,07-01-2019,1.0164468700552007,0.5,86.0,4.0,0.6386594772306452,0.1,1.4,2557.729545,1864.7,299.8,567.2,8552.2,1677.1,1417.6,8184.0,1555.7,549.2,14.1,0.1,10.2,3.0,903.2,4.5,7
Hail - TVTC,27.65261,41.70826,08-01-2019,0.9399758063906835,0.5,77.0,4.0,0.8082464335132072,0.1,1.6,2557.729545,1908.1,73.3,555.0,7915.6,273.6,1826.8,7644.2,231.9,672.2,20.0,0.1,11.1,3.0,904.4,4.5,8
Hail - TVTC,27.65261,41.70826,09-01-2019,0.9093873809248761,0.5,275.0,4.0,0.553865999089364,0.1,1.6,2557.729545,2017.6,97.7,695.2,6718.7,230.9,1826.3,6659.0,195.0,560.9,14.9,0.1,11.4,3.0,906.6,4.5,9
Hail - TVTC,27.65261,41.70826,10-01-2019,0.052911467882282646,0.5,266.0,3.7,0.3842790428068014,0.1,1.4,2557.729545,1944.4,72.5,509.7,4869.2,212.2,1774.1,5007.4,150.1,660.8,19.2,0.1,24.9,3.0,909.9,4.5,10
Hail - TVTC,27.65261,41.70826,11-01-2019,-1.3694503162777378,0.5,260.0,4.0,0.8082464335132072,0.1,1.8,2557.729545,1514.5,62.2,489.8,4990.9,223.9,2427.4,4172.4,134.7,900.4,13.1,0.1,44.6,3.0,911.9,4.6,11
Hail - TVTC,27.65261,41.70826,12-01-2019,-2.0271014637925866,0.5,334.0,4.0,0.553865999089364,0.1,1.7,2557.729545,973.4,45.7,366.0,6996.3,230.0,1472.9,4280.9,128.5,291.2,17.1,0.1,39.3,3.0,912.0,4.6,12
Hail - TVTC,27.65261,41.70826,01-01-2020,-2.5471046967113034,0.5,18.0,3.7,0.8082464335132072,0.1,1.8,2557.729545,1023.4,309.1,404.2,7158.7,1643.1,2085.3,4555.6,971.8,688.6,14.9,0.1,36.5,3.0,912.6,4.5,1
Hail - TVTC,27.65261,41.70826,02-01-2020,-2.011807251059683,0.5,340.0,4.0,1.1474203460783323,0.1,2.1,2557.729545,1484.5,526.9,716.6,7092.4,1804.8,2330.4,5484.9,1194.5,619.0,18.1,0.1,33.9,3.0,911.9,4.6,2
Hail - TVTC,27.65261,41.70826,03-01-2020,-1.323567678079028,0.5,341.0,3.7,1.4018007805021757,0.1,2.2,2557.729545,2168.0,583.6,784.6,6380.4,1798.6,2565.3,6371.4,1385.0,1020.8,20.5,0.1,26.2,3.0,908.6,4.5,3
Hail - TVTC,27.65261,41.70826,04-01-2020,-0.6353281050983727,0.5,295.0,4.0,1.3170073023608944,0.1,2.4,2557.729545,2498.0,679.9,752.6,6482.3,1764.5,2286.9,7199.2,1529.7,964.3,24.5,0.1,24.9,3.0,907.6,4.6,4
Hail - TVTC,27.65261,41.70826,05-01-2020,0.2823246588758344,0.5,296.0,4.0,1.062626867937051,0.1,1.9,2557.729545,2969.7,737.3,677.7,5666.2,1422.9,1805.6,7321.9,1483.8,713.2,18.4,0.1,13.3,3.0,908.3,4.6,5
